100,0.021899,154
200,0.046451,158
300,0.062379,153
400,0.089149,192
500,0.114255,154
600,0.136842,190
700,0.166164,169
800,0.193058,191
900,0.258413,200
1000,0.28944,185
1100,0.318567,162
1200,0.337431,175
1300,0.356326,159
1400,0.373657,185
1500,0.398287,162
1600,0.41814,185
1700,0.451803,173
1800,0.481854,164
1900,0.509484,155
2000,0.533418,155
2100,0.559604,197
2200,0.590618,176
2300,0.622526,188
2400,0.645917,187
2500,0.683073,168
2600,0.729415,185
2700,0.752591,184
2800,0.771377,185
2900,0.79307,164
3000,0.810989,192
3100,0.837039,155
3200,0.857636,190
3300,0.915555,188
3400,0.945658,154
3500,0.979562,189
3600,1.00547,182
3700,1.03457,197
3800,1.06079,163
3900,1.08592,181
4000,1.10664,154
4100,1.13806,189
4200,1.18952,187
4300,1.21401,185
4400,1.24169,170
4500,1.26181,154
4600,1.28201,170
4700,1.30597,163
4800,1.33301,155
4900,1.38227,154
5000,1.43433,191
5100,1.47391,182
5200,1.48593,160
5300,1.50722,191
5400,1.53001,154
5500,1.54939,185
5600,1.56962,184
5700,1.60218,189
5800,1.66127,194
5900,1.69495,179
6000,1.71388,190
6100,1.7374,154
6200,1.76127,184
6300,1.79104,164
6400,1.8154,191
6500,1.84954,177
6600,1.88764,174
6700,1.91839,190
6800,1.94167,164
6900,1.96364,197
7000,1.98489,176
7100,2.00438,152
7200,2.02773,188
7300,2.05222,164
7400,2.0985,170
7500,2.154,150
7600,2.16951,167
7700,2.20251,189
7800,2.2279,164
7900,2.24654,152
8000,2.26581,186
8100,2.2955,150
8200,2.35406,162
8300,2.37164,191
8400,2.41129,186
8500,2.43078,191
8600,2.45968,164
8700,2.50161,168
8800,2.54343,174
8900,2.57129,182
9000,2.64411,197
9100,2.66884,170
9200,2.69429,157
9300,2.71753,163
9400,2.74169,155
9500,2.75776,190
9600,2.78442,177
9700,2.80722,191
9800,2.87294,158
9900,2.92133,190
10000,2.9401,194
10100,2.96815,194
10200,2.99387,182
10300,3.01449,188
10400,3.03905,187
10500,3.05983,181
10600,3.10495,168
10700,3.14663,170
10800,3.17522,162
10900,3.20146,185
11000,3.21798,154
11100,3.23384,188
11200,3.26182,197
11300,3.28647,164
11400,3.3484,185
11500,3.39291,181
11600,3.41635,170
11700,3.43968,153
11800,3.45888,191
11900,3.48299,174
12000,3.50718,164
12100,3.53224,184
12200,3.56799,176
12300,3.59605,190
12400,3.6376,150
12500,3.66298,181
12600,3.69217,159
12700,3.72121,167
12800,3.74536,163
12900,3.76524,200
13000,3.79247,182
13100,3.85501,154
13200,3.87107,190
13300,3.89354,182
13400,3.91062,167
13500,3.93601,191
13600,3.96258,197
13700,3.98658,174
13800,4.04583,169
13900,4.09157,181
14000,4.13035,162
14100,4.14776,185
14200,4.16946,173
14300,4.18961,174
14400,4.21442,170
14500,4.2397,154
14600,4.26333,179
14700,4.30812,186
14800,4.349,185
14900,4.38768,195
15000,4.40378,162
15100,4.43765,197
15200,4.46167,170
15300,4.47819,175
15400,4.5018,195
15500,4.56182,152
15600,4.58009,184
15700,4.62175,185
15800,4.64279,155
15900,4.66927,185
16000,4.69171,150
16100,4.7155,188
16200,4.75083,170
16300,4.80338,191
16400,4.84438,170
16500,4.86284,168
16600,4.9068,193
16700,4.92203,162
16800,4.94827,167
16900,4.97006,197
17000,4.99844,197
17100,5.05114,170
17200,5.08265,182
17300,5.11443,191
17400,5.14516,154
17500,5.15937,187
17600,5.18534,170
17700,5.2091,152
17800,5.22773,152
17900,5.30234,197
18000,5.32574,197
18100,5.35785,188
18200,5.3744,197
18300,5.39057,152
18400,5.42545,163
18500,5.45543,188
18600,5.47932,170
18700,5.52375,154
18800,5.56535,188
18900,5.59497,181
19000,5.61649,155
19100,5.6385,186
19200,5.65356,155
19300,5.67459,189
19400,5.69201,160
19500,5.75668,170
19600,5.79171,153
19700,5.82388,155
19800,5.84636,193
19900,5.87154,175
20000,5.89601,185
20100,5.91584,170
20200,5.93314,152
20300,5.98018,191
20400,6.01943,159
20500,6.06118,163
20600,6.08042,200
20700,6.10266,182
20800,6.13707,186
20900,6.16315,185
21000,6.18821,184
21100,6.23096,186
21200,6.2683,193
21300,6.30416,177
21400,6.32231,194
21500,6.34445,191
21600,6.36738,180
21700,6.39495,150
21800,6.42139,170
21900,6.45646,180
22000,6.53008,153
22100,6.54244,185
22200,6.56356,162
22300,6.59222,172
22400,6.6235,160
22500,6.66362,170
22600,6.68703,187
22700,6.71676,197
22800,6.76975,188
22900,6.80306,197
23000,6.83034,179
23100,6.86283,189
23200,6.88202,186
23300,6.90244,155
23400,6.91587,152
23500,6.95239,180
23600,6.99375,198
23700,7.02552,189
23800,7.05199,185
23900,7.07526,163
24000,7.09877,188
24100,7.13572,162
24200,7.16325,185
24300,7.19436,194
24400,7.24333,154
24500,7.27047,169
24600,7.29487,184
24700,7.31815,172
24800,7.36276,164
24900,7.39278,154
25000,7.43048,186
25100,7.45929,154
25200,7.50264,152
25300,7.54592,188
25400,7.56892,177
25500,7.58718,150
25600,7.60661,192
25700,7.63111,174
25800,7.65565,185
25900,7.68618,169
26000,7.75381,195
26100,7.7901,181
26200,7.81611,154
26300,7.83849,170
26400,7.86183,188
26500,7.88161,181
26600,7.90358,184
26700,7.92921,185
26800,7.96934,188
26900,8.00742,190
27000,8.03802,187
27100,8.07164,191
27200,8.09393,164
27300,8.11165,189
27400,8.13591,155
27500,8.15682,185
27600,8.1972,177
27700,8.23794,170
27800,8.25946,167
27900,8.28528,193
28000,8.31968,154
28100,8.34524,189
28200,8.36755,192
28300,8.38717,163
28400,8.42319,155
28500,8.47365,155
28600,8.51045,185
28700,8.53827,184
28800,8.55853,174
28900,8.57984,154
29000,8.61372,185
29100,8.63797,190
29200,8.69449,179
29300,8.72229,184
29400,8.75821,195
29500,8.77478,189
29600,8.79408,155
29700,8.82028,154
29800,8.83379,174
29900,8.85937,185
30000,8.9212,155
30100,8.95605,155
30200,8.99946,193
30300,9.01428,191
30400,9.04178,191
30500,9.06804,192
30600,9.08553,173
30700,9.1018,191
30800,9.14933,197
30900,9.18016,157
31000,9.23249,200
