12200,3.15095,Raw IP,155
12300,3.18116,ICMP,196
12400,3.20264,ICMP,165
12500,3.2408,Raw IP,167
12600,3.26694,UDP,,179
12700,3.2907,UDP,,179
12800,3.31811,Raw IP,143
12900,3.35243,ICMP,192
13000,3.38071,UDP,,158
13100,3.40415,Raw IP,144
13200,3.44608,ICMP,199
13300,3.46278,UDP,,194
13400,3.50343,ICMP,191
13500,3.52748,Raw IP,162
13600,3.55436,ICMP,163
13700,3.58365,ICMP,192
13800,3.60508,Raw IP,144
13900,3.64674,ICMP,199
14000,3.66907,Raw IP,146
14100,3.69322,UDP,,185
14200,3.72228,ICMP,171
14300,3.75537,ICMP,176
14400,3.78471,UDP,,190
14500,3.80735,UDP,,184
14600,3.84788,ICMP,199
14700,3.8701,Raw IP,146
14800,3.89012,ICMP,197
14900,3.92911,ICMP,173
15000,3.9574,ICMP,188
15100,3.98669,Raw IP,176
15200,4.01501,ICMP,158
15300,4.05111,ICMP,180
15400,4.07372,UDP,,169
15500,4.09231,UDP,,186
15600,4.13116,Raw IP,162
15700,4.15759,ICMP,163
15800,4.18958,Raw IP,144
15900,4.218,Raw IP,156
16000,4.2566,ICMP,161
16100,4.28454,UDP,,186
16200,4.29516,UDP,,163
16300,4.33227,ICMP,173
16400,4.35908,UDP,,156
16500,4.38799,ICMP,196
16600,4.41713,ICMP,158
16700,4.45307,UDP,,161
16800,4.48668,UDP,,158
16900,4.50019,UDP,,185
17000,4.53443,ICMP,163
17100,4.56028,Raw IP,154
17200,4.58934,Raw IP,176
17300,4.61948,UDP,,170
17400,4.65375,ICMP,186
17500,4.67817,ICMP,161
17600,4.70209,Raw IP,166
17700,4.73575,ICMP,163
17800,4.76118,Raw IP,154
17900,4.7904,Raw IP,176
18000,4.82023,Raw IP,173
18100,4.85605,UDP,,161
18200,4.88167,Raw IP,141
18300,4.90362,Raw IP,166
18400,4.93686,Raw IP,144
18500,4.96556,UDP,,178
18600,4.99271,UDP,,158
18700,5.02269,UDP,,170
18800,5.06041,ICMP,184
18900,5.0827,Raw IP,141
19000,5.114,ICMP,182
19100,5.14028,ICMP,160
19200,5.16406,UDP,,156
19300,5.19439,UDP,,163
19400,5.22726,Raw IP,143
19500,5.26237,ICMP,192
19600,5.29268,ICMP,192
19700,5.31519,ICMP,165
19800,5.34784,UDP,,170
19900,5.37264,UDP,,152
20000,5.39815,UDP,,158
20100,5.42724,ICMP,206
20200,5.46239,ICMP,161
20300,5.49517,UDP,,156
20400,5.52797,Raw IP,156
20500,5.55907,ICMP,186
20600,5.58534,Raw IP,141
20700,5.5997,UDP,,169
20800,5.6284,Raw IP,156
20900,5.66472,ICMP,184
21000,5.69335,UDP,,158
21100,5.71826,ICMP,165
21200,5.75523,UDP,,170
21300,5.78528,UDP,,156
21400,5.80831,UDP,,169
21500,5.83032,Raw IP,143
21600,5.8656,ICMP,176
21700,5.89475,ICMP,196
21800,5.91939,Raw IP,144
21900,5.95629,Raw IP,167
22000,5.98493,ICMP,161
22100,6.01672,UDP,,190
22200,6.04115,Raw IP,162
22300,6.0667,ICMP,192
22400,6.096,UDP,,190
22500,6.12043,Raw IP,144
22600,6.15833,UDP,,170
22700,6.1827,Raw IP,146
22800,6.2063,UDP,,185
22900,6.23539,ICMP,171
23000,6.26781,ICMP,163
23100,6.29757,UDP,,186
23200,6.32351,UDP,,184
23300,6.36035,ICMP,199
23400,6.38378,Raw IP,146
23500,6.4045,ICMP,197
23600,6.44328,Raw IP,162
23700,6.46888,ICMP,163
23800,6.49941,Raw IP,176
23900,6.52883,ICMP,158
24000,6.56255,UDP,,170
24100,6.5868,UDP,,169
24200,6.60551,UDP,,185
24300,6.64436,Raw IP,162
24400,6.66995,ICMP,163
24500,6.70583,Raw IP,144
24600,6.73105,UDP,,170
24700,6.76829,ICMP,180
24800,6.78878,ICMP,161
24900,6.80713,UDP,,160
25000,6.84645,Raw IP,162
25100,6.87145,UDP,,156
25200,6.90159,UDP,,185
25300,6.93176,UDP,,195
25400,6.96963,UDP,,170
25500,6.99243,UDP,,194
25600,7.01719,UDP,,160
25700,7.0485,ICMP,163
25800,7.07284,ICMP,188
25900,7.10415,Raw IP,176
26000,7.13395,UDP,,195
26100,7.17048,ICMP,186
26200,7.19727,UDP,,169
26300,7.21824,Raw IP,166
26400,7.24946,ICMP,163
26500,7.27468,UDP,,156
26600,7.30513,Raw IP,176
26700,7.33594,UDP,,170
26800,7.3734,ICMP,184
26900,7.3949,Raw IP,141
27000,7.41931,Raw IP,166
27100,7.45096,UDP,,170
27200,7.47595,Raw IP,154
27300,7.50687,UDP,,185
27400,7.53799,UDP,,170
27500,7.57453,ICMP,184
27600,7.59649,Raw IP,141
27700,7.62822,ICMP,191
27800,7.65652,ICMP,160
27900,7.68382,UDP,,194
28000,7.71225,ICMP,199
28100,7.73962,Raw IP,173
28200,7.77555,ICMP,161
28300,7.80417,UDP,,185
28400,7.82935,ICMP,165
28500,7.85753,ICMP,160
28600,7.88043,UDP,,178
28700,7.91317,Raw IP,144
28800,7.94137,UDP,,170
28900,7.97677,ICMP,176
29000,8.0049,UDP,,185
29100,8.03063,ICMP,182
29200,8.06652,UDP,,174
29300,8.08242,UDP,,152
29400,8.11444,Raw IP,144
29500,8.14165,Raw IP,173
29600,8.17785,ICMP,176
29700,8.20746,ICMP,192
29800,8.23149,Raw IP,144
29900,8.26941,Raw IP,167
30000,8.28857,UDP,,194
30100,8.31533,ICMP,185
30200,8.34355,Raw IP,143
30300,8.37877,ICMP,176
30400,8.4081,UDP,,185
30500,8.43263,ICMP,182
30600,8.47208,UDP,,174
30700,8.49449,Raw IP,146
30800,8.51645,ICMP,199
30900,8.54464,Raw IP,143
31000,8.58018,ICMP,192
31100,8.61008,ICMP,196
31200,8.63366,ICMP,182
31300,8.67227,UDP,,170
31400,8.69571,UDP,,152
31500,8.71758,ICMP,197
31600,8.74876,ICMP,171
31700,8.78097,ICMP,192
31800,8.81281,UDP,,158
31900,8.83662,ICMP,182
32000,8.87504,ICMP,199
32100,8.89709,UDP,,194
32200,8.92901,UDP,,190
32300,8.95705,ICMP,173
32400,8.98212,ICMP,163
32500,9.01447,Raw IP,176
32600,9.04442,ICMP,158
32700,9.07663,ICMP,199
32800,9.10002,UDP,,169
32900,9.12091,ICMP,197
33000,9.15858,ICMP,173
33100,9.18492,Raw IP,154
33200,9.22104,Raw IP,144
33300,9.24549,ICMP,158
33400,9.28156,ICMP,180
33500,9.30233,UDP,,169
33600,9.32234,UDP,,160
33700,9.36008,UDP,,170
33800,9.38493,UDP,,156
33900,9.42216,ICMP,185
34000,9.4488,Raw IP,173
34100,9.48337,UDP,,174
34200,9.50458,UDP,,179
34300,9.52495,UDP,,185
34400,9.56174,Raw IP,144
34500,9.58707,UDP,,156
34600,9.61999,UDP,,158
34700,9.64908,ICMP,206
34800,9.68562,ICMP,184
34900,9.71249,UDP,,152
35000,9.73858,UDP,,185
35100,9.76272,Raw IP,144
35200,9.78908,ICMP,188
35300,9.82132,UDP,,185
35400,9.85062,ICMP,206
35500,9.88581,UDP,,161
35600,9.91359,UDP,,169
35700,9.94673,ICMP,191
35800,9.96389,Raw IP,144
35900,9.9897,Raw IP,154
36000,10.0247,UDP,,186
36100,10.0517,ICMP,206
36200,10.0881,ICMP,184
36300,10.1088,Raw IP,141
36400,10.1425,UDP,,184
36500,10.1697,ICMP,160
36600,10.2011,UDP,,194
36700,10.2268,ICMP,185
36800,10.2527,Raw IP,173
36900,10.2888,ICMP,161
37000,10.3211,ICMP,192
37100,10.3493,ICMP,191
37200,10.3709,ICMP,160
37300,10.4045,Raw IP,146
37400,10.4347,Raw IP,166
37500,10.4559,UDP,,170
37600,10.4899,ICMP,161
37700,10.5222,Raw IP,140
37800,10.5499,ICMP,191
37900,10.5817,Raw IP,167
38000,10.6042,UDP,,194
38100,10.6295,ICMP,199
38200,10.6591,UDP,,195
38300,10.691,ICMP,176
38400,10.7232,Raw IP,140
38500,10.7525,ICMP,165
38600,10.7828,Raw IP,167
38700,10.8059,UDP,,178
38800,10.8306,ICMP,185
38900,10.8598,Raw IP,143
39000,10.8922,ICMP,176
39100,10.9244,ICMP,196
39200,10.9535,Raw IP,144
39300,10.9846,UDP,,170
39400,11.0091,Raw IP,146
39500,11.0317,ICMP,185
39600,11.061,UDP,,170
39700,11.0932,ICMP,192
39800,11.1256,ICMP,196
39900,11.1546,Raw IP,144
40000,11.1892,UDP,,170
40100,11.2101,UDP,,194
40200,11.2354,UDP,,185
40300,11.2648,ICMP,171
40400,11.2953,ICMP,192
40500,11.3267,Raw IP,176
40600,11.3557,ICMP,182
40700,11.3918,ICMP,199
40800,11.4166,UDP,,194
40900,11.4353,UDP,,185
41000,11.4718,ICMP,173
41100,11.4965,ICMP,192
41200,11.5277,Raw IP,176
41300,11.5625,ICMP,206
41400,11.5923,ICMP,199
41500,11.6136,UDP,,169
41600,11.6403,Raw IP,166
41700,11.6729,ICMP,173
41800,11.6991,ICMP,188
41900,11.7327,UDP,,190
42000,11.7638,ICMP,206
42100,11.7963,ICMP,180
42200,11.8156,UDP,,169
42300,11.8366,UDP,,185
42400,11.8739,ICMP,173
42500,11.9039,Raw IP,154
42600,11.9346,UDP,,163
42700,11.9652,Raw IP,173
42800,11.9978,ICMP,186
42900,12.0177,UDP,,179
43000,12.0427,Raw IP,166
43100,12.0751,Raw IP,162
43200,12.1021,UDP,,156
43300,12.1374,Raw IP,144
43400,12.1659,Raw IP,156
43500,12.1999,ICMP,184
43600,12.2209,UDP,,169
43700,12.2433,Raw IP,166
43800,12.2761,Raw IP,144
43900,12.3062,ICMP,188
44000,12.3343,UDP,,185
44100,12.3669,Raw IP,156
44200,12.4009,ICMP,161
44300,12.4263,Raw IP,141
44400,12.4448,Raw IP,166
44500,12.4768,ICMP,173
44600,12.5074,Raw IP,154
44700,12.5355,UDP,,186
44800,12.5681,Raw IP,173
44900,12.602,ICMP,184
45000,12.6333,ICMP,192
45100,12.6615,ICMP,191
45200,12.684,ICMP,160
45300,12.7149,UDP,,161
45400,12.7408,ICMP,199
45500,12.769,Raw IP,173
45600,12.8031,ICMP,161
45700,12.8343,ICMP,192
45800,12.8626,ICMP,191
45900,12.8846,ICMP,160
46000,12.9192,Raw IP,146
46100,12.9416,ICMP,199
46200,12.9702,Raw IP,143
46300,13.0042,ICMP,176
46400,13.0354,Raw IP,140
46500,13.0636,ICMP,191
46600,13.0969,Raw IP,167
46700,13.1198,Raw IP,146
46800,13.1428,UDP,,185
46900,13.1739,ICMP,171
47000,13.2052,ICMP,176
47100,13.2365,Raw IP,140
47200,13.2697,ICMP,165
47300,13.298,Raw IP,167
47400,13.3191,UDP,,178
47500,13.3439,Raw IP,144
47600,13.3749,ICMP,171
47700,13.4064,ICMP,163
47800,13.4385,UDP,,186
47900,13.4707,Raw IP,144
48000,13.4998,UDP,,170
48100,13.5219,Raw IP,146
48200,13.5449,ICMP,185
48300,13.5759,UDP,,170
48400,13.6075,ICMP,192
48500,13.6396,ICMP,196
48600,13.6719,ICMP,182
48700,13.7017,UDP,,170
48800,13.7229,Raw IP,146
48900,13.7489,ICMP,185
49000,13.7771,ICMP,171
49100,13.8086,ICMP,192
49200,13.8408,Raw IP,176
49300,13.8724,ICMP,182
49400,13.9063,UDP,,174
49500,13.9245,Raw IP,146
49600,13.9565,UDP,,160
49700,13.9845,ICMP,163
49800,14.0096,ICMP,163
49900,14.0418,Raw IP,176
50000,14.0758,Raw IP,156
50100,14.1088,UDP,,174
50200,14.1354,Raw IP,141
50300,14.1553,Raw IP,166
50400,14.1861,ICMP,163
50500,14.2155,UDP,,156
50600,14.2432,UDP,,185
50700,14.2764,Raw IP,156
50800,14.31,ICMP,180
50900,14.3293,UDP,,169
51000,14.3568,Raw IP,166
51100,14.392,ICMP,173
51200,14.4229,UDP,,156
51300,14.4452,UDP,,163
51400,14.4775,ICMP,206
51500,14.5111,ICMP,186
51600,14.5329,UDP,,179
51700,14.5549,UDP,,185
51800,14.5882,Raw IP,162
51900,14.6253,UDP,,152
52000,14.6536,Raw IP,144
52100,14.6794,ICMP,158
52200,14.7127,ICMP,184
52300,14.7355,ICMP,161
52400,14.759,Raw IP,166
52500,14.7893,Raw IP,162
52600,14.8195,Raw IP,154
52700,14.8547,Raw IP,144
52800,14.881,Raw IP,173
52900,14.9176,UDP,,174
53000,14.9447,ICMP,192
53100,14.9613,UDP,,160
53200,14.9952,ICMP,173
53300,15.0206,Raw IP,154
53400,15.0491,UDP,,186
53500,15.0821,UDP,,170
53600,15.1202,ICMP,161
53700,15.1447,ICMP,161
53800,15.1759,ICMP,191
53900,15.2002,ICMP,160
54000,15.223,UDP,,156
54100,15.2547,UDP,,186
54200,15.2832,Raw IP,173
54300,15.3175,UDP,,161
54400,15.3466,ICMP,192
54500,15.3765,ICMP,191
54600,15.4007,ICMP,160
54700,15.4314,Raw IP,146
54800,15.4605,ICMP,199
54900,15.4854,Raw IP,143
55000,15.5222,ICMP,161
55100,15.5477,Raw IP,140
55200,15.5779,ICMP,191
55300,15.614,ICMP,199
55400,15.633,UDP,,152
55500,15.6618,ICMP,199
55600,15.6863,Raw IP,143
55700,15.7233,ICMP,176
55800,15.7488,Raw IP,140
55900,15.7844,Raw IP,156
56000,15.8152,UDP,,174
56100,15.835,UDP,,179
56200,15.863,UDP,,160
56300,15.8886,ICMP,171
56400,15.9257,ICMP,176
56500,15.9504,UDP,,190
56600,15.9859,ICMP,165
56700,16.0172,Raw IP,167
56800,16.0344,UDP,,152
56900,16.0636,ICMP,185
57000,16.0951,ICMP,163
57100,16.1266,Raw IP,155
57200,16.1533,UDP,,163
57300,16.1881,Raw IP,156
57400,16.2188,UDP,,174
57500,16.2362,UDP,,152
57600,16.2651,ICMP,185
57700,16.2956,UDP,,170
57800,16.3276,Raw IP,155
57900,16.3548,ICMP,196
58000,16.389,Raw IP,144
58100,16.4211,ICMP,180
58200,16.4374,UDP,,194
58300,16.4661,ICMP,197
58400,16.4975,ICMP,163
58500,16.5286,Raw IP,155
58600,16.5557,UDP,,190
58700,16.5901,ICMP,182
58800,16.6223,ICMP,186
58900,16.6403,UDP,,169
59000,16.6672,UDP,,160
59100,16.6986,UDP,,170
59200,16.7296,ICMP,192
59300,16.7569,ICMP,196
59400,16.7912,ICMP,182
59500,16.8233,ICMP,180
59600,16.8522,UDP,,169
59700,16.8723,UDP,,160
59800,16.9004,Raw IP,144
59900,16.9316,ICMP,163
60000,16.9581,Raw IP,176
60100,16.9924,ICMP,182
60200,17.024,ICMP,186
60300,17.0444,UDP,,179
60400,17.0757,UDP,,160
60500,17.1063,ICMP,173
60600,17.1366,UDP,,174
60700,17.1592,UDP,,163
60800,17.1952,UDP,,195
60900,17.2273,ICMP,184
61000,17.2556,Raw IP,141
61100,17.2723,UDP,,160
61200,17.3042,UDP,,170
61300,17.3408,UDP,,194
61400,17.3701,UDP,,186
61500,17.4021,ICMP,163
61600,17.4285,ICMP,186
61700,17.4563,ICMP,161
61800,17.4745,UDP,,185
61900,17.5085,ICMP,173
62000,17.5391,UDP,,156
62100,17.5721,ICMP,185
62200,17.6033,ICMP,158
62300,17.6343,ICMP,188
62400,17.6578,ICMP,161
62500,17.6813,UDP,,184
62600,17.7134,ICMP,160
62700,17.7381,UDP,,156
62800,17.7726,UDP,,186
62900,17.8043,ICMP,158
63000,17.8354,ICMP,161
63100,17.86,Raw IP,140
63200,17.8906,ICMP,191
63300,17.9145,ICMP,160
63400,17.9431,UDP,,152
63500,17.9741,Raw IP,144
63600,18.0053,ICMP,158
63700,18.0365,ICMP,188
63800,18.0612,Raw IP,140
63900,18.0975,Raw IP,156
64000,18.1284,ICMP,199
64100,18.1487,UDP,,152
64200,18.1751,Raw IP,144
64300,18.2064,Raw IP,173
64400,18.2376,ICMP,161
64500,18.262,Raw IP,140
64600,18.299,Raw IP,156
64700,18.3294,UDP,,174
64800,18.3547,UDP,,179
64900,18.3763,ICMP,199
65000,18.4075,Raw IP,143
65100,18.4387,ICMP,176
65200,18.4647,UDP,,190
65300,18.5002,ICMP,182
65400,18.5313,Raw IP,167
65500,18.5625,Raw IP,141
65600,18.5948,UDP,,158
65700,18.6086,Raw IP,143
65800,18.6398,ICMP,192
65900,18.6675,UDP,,186
66000,18.7012,ICMP,165
66100,18.7325,UDP,,174
66200,18.7561,UDP,,178
66300,18.7784,ICMP,197
66400,18.8104,Raw IP,144
66500,18.8419,UDP,,170
66600,18.8691,ICMP,196
66700,18.9023,ICMP,182
66800,18.9365,UDP,,170
66900,18.9546,UDP,,169
67000,18.9795,ICMP,199
67100,19.0115,Raw IP,144
67200,19.0419,ICMP,192
67300,19.08,ICMP,185
67400,19.1111,ICMP,163
67500,19.1415,ICMP,180
67600,19.1617,UDP,,156
67700,19.1809,UDP,,186
67800,19.2135,Raw IP,144
67900,19.2433,UDP,,161
68000,19.2713,UDP,,185
68100,19.3044,ICMP,182
68200,19.342,ICMP,180
68300,19.3608,UDP,,169
68400,19.3888,UDP,,184
68500,19.4156,Raw IP,162
68600,19.4469,UDP,,156
68700,19.4727,Raw IP,176
68800,19.5055,ICMP,206
68900,19.5437,ICMP,186
69000,19.5689,ICMP,161
69100,19.5988,UDP,,184
69200,19.6196,ICMP,173
69300,19.6482,ICMP,163
69400,19.6768,ICMP,196
69500,19.7078,UDP,,195
69600,19.7446,ICMP,186
69700,19.7699,Raw IP,141
69800,19.7946,UDP,,185
69900,19.8206,ICMP,173
70000,19.8626,UDP,,170
70100,19.8861,ICMP,185
70200,19.9104,UDP,,195
70300,19.9465,ICMP,188
70400,19.9709,ICMP,161
70500,19.9893,UDP,,185
70600,20.0217,ICMP,173
70700,20.0554,Raw IP,146
70800,20.0849,UDP,,186
70900,20.1193,Raw IP,162
71000,20.1477,ICMP,184
71100,20.1721,ICMP,192
71200,20.1936,UDP,,184
71300,20.2266,ICMP,160
71400,20.2537,UDP,,156
71500,20.2884,ICMP,185
71600,20.3203,Raw IP,144
71700,20.3488,ICMP,176
71800,20.3876,UDP,,152
71900,20.4062,ICMP,191
72000,20.4277,ICMP,160
72100,20.4575,Raw IP,146
72200,20.4889,Raw IP,144
72300,20.521,Raw IP,144
72400,20.5499,Raw IP,155
72500,20.5751,ICMP,192
72600,20.6124,ICMP,182
72700,20.6415,ICMP,199
72800,20.659,Raw IP,146
72900,20.6903,Raw IP,144
73000,20.7225,ICMP,163
73100,20.7509,ICMP,176
73200,20.7758,ICMP,192
73300,20.8132,Raw IP,156
73400,20.8426,UDP,,174
73500,20.8607,UDP,,161
73600,20.8913,ICMP,185
73700,20.9238,ICMP,158
73800,20.9522,ICMP,192
73900,20.9779,UDP,,190
74000,21.0143,ICMP,165
74100,21.0446,Raw IP,167
74200,21.0692,UDP,,156
74300,21.0958,UDP,,190
74400,21.1249,ICMP,158
74500,21.1531,Raw IP,155
74600,21.1799,UDP,,190
74700,21.2154,ICMP,165
74800,21.2456,Raw IP,167
74900,21.264,UDP,,179
75000,21.3006,UDP,,185
75100,21.3258,Raw IP,173
75200,21.3542,ICMP,192
75300,21.3811,UDP,,190
75400,21.4165,Raw IP,144
75500,21.4475,UDP,,174
75600,21.4653,UDP,,152
75700,21.4947,ICMP,199
75800,21.5269,Raw IP,143
75900,21.5619,ICMP,163
76000,21.5869,UDP,,190
76100,21.6176,ICMP,182
76200,21.6497,UDP,,170
76300,21.667,UDP,,169
76400,21.6968,ICMP,199
76500,21.7281,ICMP,158
76600,21.7576,UDP,,161
76700,21.7896,ICMP,196
76800,21.8192,ICMP,182
76900,21.8556,ICMP,180
77000,21.8693,UDP,,169
77100,21.8983,UDP,,185
77200,21.9291,ICMP,171
77300,21.9641,ICMP,163
77400,21.9903,Raw IP,176
77500,22.0208,ICMP,206
77600,22.0563,ICMP,186
77700,22.0752,UDP,,169
77800,22.1026,Raw IP,166
77900,22.1313,UDP,,170
78000,22.165,ICMP,163
78100,22.1916,ICMP,196
78200,22.2231,UDP,,195
78300,22.2578,ICMP,186
78400,22.2832,Raw IP,141
78500,22.3084,UDP,,158
78600,22.3339,ICMP,173
78700,22.3663,Raw IP,154
78800,22.4004,ICMP,197
78900,22.4258,UDP,,195
79000,22.4599,ICMP,184
79100,22.4847,UDP,,163
79200,22.5161,UDP,,184
79300,22.5388,ICMP,160
79400,22.5715,ICMP,163
79500,22.6013,ICMP,185
79600,22.6325,Raw IP,162
79700,22.6609,ICMP,184
79800,22.687,UDP,,163
79900,22.7067,UDP,,184
80000,22.7399,ICMP,160
80100,22.7723,UDP,,194
80200,22.8026,Raw IP,144
80300,22.8333,Raw IP,144
80400,22.862,ICMP,184
80500,22.8902,ICMP,161
80600,22.9249,ICMP,191
80700,22.9411,ICMP,160
80800,22.9742,Raw IP,146
80900,23.0035,ICMP,197
81000,23.0348,ICMP,158
81100,23.0631,ICMP,176
81200,23.0914,Raw IP,140
81300,23.1259,ICMP,191
81400,23.1542,ICMP,199
81500,23.176,UDP,,169
81600,23.2045,ICMP,185
81700,23.2359,ICMP,163
81800,23.2648,ICMP,161
81900,23.2933,UDP,,190
82000,23.327,Raw IP,156
82100,23.3558,UDP,,174
82200,23.3775,UDP,,152
82300,23.4056,ICMP,197
82400,23.4369,Raw IP,173
82500,23.4662,ICMP,161
82600,23.4938,ICMP,192
82700,23.5287,ICMP,165
82800,23.5568,Raw IP,167
82900,23.5879,UDP,,194
83000,23.6076,ICMP,199
83100,23.638,Raw IP,173
83200,23.6673,ICMP,176
83300,23.6967,UDP,,185
83400,23.7297,ICMP,165
83500,23.7584,UDP,,174
83600,23.7886,UDP,,169
83700,23.8089,Raw IP,144
83800,23.839,Raw IP,143
83900,23.8685,ICMP,192
84000,23.8985,UDP,,190
84100,23.9308,Raw IP,144
84200,23.9603,UDP,,174
84300,23.9864,UDP,,152
84400,24.0134,UDP,,190
84500,24.0409,ICMP,171
84600,24.0695,ICMP,192
84700,24.1002,UDP,,185
84800,24.1327,ICMP,182
84900,24.1624,UDP,,170
85000,24.1867,UDP,,194
85100,24.211,Raw IP,144
85200,24.242,ICMP,171
85300,24.284,UDP,,169
85400,24.3052,ICMP,196
85500,24.3337,ICMP,182
85600,24.3689,ICMP,180
85700,24.3937,UDP,,156
85800,24.4127,UDP,,160
85900,24.445,ICMP,173
86000,24.4851,ICMP,163
86100,24.5126,Raw IP,144
86200,24.5428,Raw IP,173
86300,24.5721,Raw IP,155
86400,24.5917,UDP,,178
86500,24.6168,Raw IP,166
86600,24.6446,UDP,,170
86700,24.6861,ICMP,163
86800,24.7066,ICMP,196
86900,24.7381,UDP,,195
87000,24.7711,ICMP,186
87100,24.7993,Raw IP,141
87200,24.8179,Raw IP,166
87300,24.8466,ICMP,173
87400,24.8873,Raw IP,154
87500,24.9076,ICMP,196
87600,24.9389,UDP,,195
87700,24.9736,Raw IP,155
87800,25.0005,Raw IP,141
87900,25.0285,UDP,,160
88000,25.0491,UDP,,170
88100,25.0884,ICMP,163
88200,25.1098,UDP,,186
88300,25.1458,Raw IP,144
88400,25.1751,ICMP,188
88500,25.2015,ICMP,161
88600,25.2328,UDP,,185
88700,25.258,ICMP,160
88800,25.2893,Raw IP,146
88900,25.3176,ICMP,197
89000,25.3469,ICMP,163
89100,25.3771,ICMP,188
89200,25.4026,Raw IP,140
89300,25.4386,ICMP,191
89400,25.4587,ICMP,160
89500,25.4901,Raw IP,146
89600,25.5187,ICMP,197
89700,25.548,ICMP,163
89800,25.5785,ICMP,184
89900,25.6042,UDP,,163
90000,25.6397,ICMP,191
90100,25.668,ICMP,199
90200,25.6916,UDP,,179
90300,25.7199,UDP,,160
90400,25.749,Raw IP,173
90500,25.7794,ICMP,161
90600,25.8069,UDP,,194
90700,25.8407,Raw IP,156
90800,25.8691,UDP,,174
90900,25.8936,UDP,,156
91000,25.9208,ICMP,197
91100,25.9502,Raw IP,173
91200,25.9804,ICMP,176
91300,26.0116,Raw IP,176
91400,26.0419,ICMP,165
91500,26.0702,Raw IP,167
91600,26.0953,UDP,,178
91700,26.122,UDP,,160
91800,26.1512,Raw IP,173
91900,26.1815,ICMP,176
92000,26.2126,Raw IP,176
